"County";"State";"VotesTrump";"VotesClinton";"PercTrump";"PercClinton";"PercWhite";"HIncome"
"Lauderdale";"Mississippi";17574;10910;60.7;37.7;54.8;3.6203
"Lauderdale";"Tennessee";4884;3656;56.3;42.1;62;3.2326
"Laurel";"Kentucky";20592;3440;83;13.9;97;3.657
"Laurens";"Georgia";12401;6737;63.8;34.6;60.6;3.4793
"Laurens";"South Carolina";16770;8845;63.3;33.4;70.4;3.7383
"Lavaca";"Texas";7339;1170;85;13.6;86;4.4149
"Lawrence";"Alabama";10732;3611;73.4;24.7;77.6;3.8551
"Lawrence";"Arkansas";4064;1263;71.5;22.2;97.3;3.2239
"Lawrence";"Illinois";4517;1288;74.8;21.3;87.3;4.0145
"Lawrence";"Indiana";14034;4210;73.6;22.1;97.3;4.2627
"Lawrence";"Kentucky";4816;1045;79.7;17.3;98.5;3.3525
"Lawrence";"Mississippi";4072;2181;64.3;34.5;66.7;3.8393
"Lawrence";"Missouri";13084;2898;78.5;17.4;93.6;3.9334
"Lawrence";"Ohio";18240;6849;70.3;26.4;95.9;4.1552
"Lawrence";"Pennsylvania";25323;13933;62.4;34.4;93.8;4.3546
"Lawrence";"South Dakota";7411;3356;62.6;28.3;94.4;4.3273
"Lawrence";"Tennessee";12419;2821;79.3;18;95.7;3.7368
"Le Flore";"Oklahoma";13346;3245;77.6;18.9;75.1;3.6542
"Le Sueur";"Minnesota";9182;4623;61.8;31.1;95.5;5.8922
"Lea";"New Mexico";12306;3877;70.5;22.2;75;5.0694
"Leake";"Mississippi";4775;3579;56.6;42.4;49.5;3.2521
"Leavenworth";"Kansas";17387;10064;58.6;33.9;83.8;6.3435
"Lebanon";"Pennsylvania";38804;17860;65.9;30.3;91;5.4818
"Lee";"Alabama";34321;20987;59.5;36.4;71.3;4.3542
"Lee";"Arkansas";1229;1735;40.7;57.5;42;2.5034
"Lee";"Florida";191141;124725;58.7;38.3;83;4.7439
"Lee";"Georgia";10641;3166;75.4;22.4;76.9;6.0104
"Lee";"Illinois";8597;5499;56.5;36.1;90.9;5.006
"Lee";"Iowa";8762;6195;55.1;39;93.5;4.2469
"Lee";"Kentucky";2151;444;80.7;16.6;96.4;2.292
"Lee";"Mississippi";21695;9635;67.9;30.1;69.3;4.2074
"Lee";"North Carolina";13625;10380;55.2;42.1;66.9;4.4819
"Lee";"South Carolina";2789;5170;34.4;63.7;33.4;2.7373
"Lee";"Texas";4996;1372;76.6;21;78.9;5.1534
"Lee";"Virginia";7542;1627;80.6;17.4;94.2;3.1308
"Leelanau";"Michigan";7239;6774;49.1;45.9;93.1;5.5018
"Leflore";"Mississippi";2757;6677;28.8;69.8;24.9;2.448
"Lehigh";"Pennsylvania";70285;77087;45.9;50.4;79.1;5.4923
"Lemhi";"Idaho";3011;733;74;18;96.4;3.4122
"Lenawee";"Michigan";26428;16750;57.6;36.5;92.3;4.7766
"Lenoir";"North Carolina";13354;11752;52.4;46.1;53.4;3.577
"Leon";"Florida";53777;91936;35.4;60.5;63;4.6369
"Leon";"Texas";6391;909;86.3;12.3;84.9;4.4452
"Leslie";"Kentucky";4015;400;89.4;8.9;98.8;2.9293
"Letcher";"Kentucky";7293;1542;79.8;16.9;98.8;3.12
"Levy";"Florida";13758;5091;71;26.3;85.5;3.4348
"Lewis";"Idaho";1202;270;75.6;17;90.3;3.6
"Lewis";"Kentucky";4363;785;82.4;14.8;98.9;2.8388
"Lewis";"Missouri";3343;933;75.1;21;94.4;4.2071
"Lewis";"New York";6916;2828;67.1;27.4;97.7;4.684
"Lewis";"Tennessee";3579;890;77.8;19.3;95.8;3.4397
"Lewis";"Washington";10221;4863;64.2;30.5;89.7;4.286
"Lewis";"West Virginia";5245;1336;76.2;19.4;97.9;3.6199
"Lewis and Clark";"Montana";16665;14331;49.3;42.4;94;5.6243
"Lexington";"South Carolina";79866;35143;65.6;28.8;79.3;5.4061
"Lexington";"Virginia";766;1514;31.3;61.8;85.2;3.6505
"Liberty";"Florida";2542;651;77.1;19.8;77.3;3.9681
"Liberty";"Georgia";6125;9531;38.1;59.3;47.1;4.3832
"Liberty";"Montana";695;205;73;21.5;98.2;4.4493
"Liberty";"Texas";18856;4851;78.1;20.1;77.2;4.7228
"Licking";"Ohio";49346;26360;62.1;33.2;93.2;5.5114
"Limestone";"Alabama";28824;9340;73.2;23.7;80.3;4.8619
"Limestone";"Texas";5747;1748;75.1;22.9;69;3.8823
"Lincoln";"Arkansas";2455;1252;64.2;32.7;66.6;3.2697
"Lincoln";"Colorado";1873;399;78;16.6;89;4.191
"Lincoln";"Georgia";2759;1271;67.3;31;65.7;3.5625
"Lincoln";"Idaho";1184;360;67.7;20.6;80.1;4.2433
"Lincoln";"Kansas";1168;214;80.7;14.8;97.4;4.0811
"Lincoln";"Kentucky";7338;1865;76.7;19.5;95.2;3.3651
"Lincoln";"Louisiana";10761;7102;57.7;38.1;55.2;3.5769
"Lincoln";"Maine";9727;10241;45.4;47.8;97.6;5.0181
"Lincoln";"Minnesota";1930;860;64.3;28.6;98;4.7861
"Lincoln";"Mississippi";10550;4458;69.4;29.3;68.4;3.6498
"Lincoln";"Missouri";18111;5561;72.9;22.4;95;5.2835
"Lincoln";"Montana";6720;2040;72.5;22;95.9;3.3333
"Lincoln";"Nebraska";11992;2878;76.5;18.4;94.3;4.8158
"Lincoln";"Nevada";1671;285;78.4;13.4;91.1;4.0143
"Lincoln";"New Mexico";5889;2329;66.2;26.2;85.1;4.3014
"Lincoln";"North Carolina";28653;9836;72.6;24.9;89.4;4.894
"Lincoln";"Oklahoma";10838;2423;77.4;17.3;85.9;4.2668
"Lincoln";"Oregon";9901;12300;41.2;51.2;87.7;4.2365
"Lincoln";"South Dakota";15499;8076;61.4;32;96.1;7.4751
"Lincoln";"Tennessee";10375;2550;78.2;19.2;89.4;4.1571
"Lincoln";"Washington";4056;1222;72.1;21.7;95;4.7195
"Lincoln";"West Virginia";5257;1435;75.2;20.5;99;3.5487
"Lincoln";"Wisconsin";8400;5370;57.7;36.9;97.2;4.9021
"Lincoln";"Wyoming";6779;1105;80.7;13.2;95.4;6.4205
"Linn";"Iowa";48183;58481;42;51;90.8;5.726
"Linn";"Kansas";3377;721;78.9;16.8;96.4;4.5519
"Linn";"Missouri";4084;1239;73.3;22.2;97.2;3.825
"Linn";"Oregon";32683;17456;59.7;31.9;90.6;4.6939
"Lipscomb";"Texas";1159;135;87.7;10.2;86.2;5.7978
"Litchfield";"Connecticut";53450;39774;54.9;40.8;93.9;7.1338
"Little River";"Arkansas";3604;1397;68.3;26.5;75.5;3.9673
"Live Oak";"Texas";3450;739;80.9;17.3;87.7;4.2829
"Livingston";"Illinois";10197;4005;67.5;26.5;91.8;5.4614
"Livingston";"Kentucky";3570;887;76.9;19.1;97.9;4.0313
"Livingston";"Louisiana";48797;6950;84.6;12;91.9;5.6811
"Livingston";"Michigan";65665;34378;62.2;32.6;96.7;7.2359
"Livingston";"Missouri";4879;1265;76.1;19.7;95.4;4.0116
"Livingston";"New York";17112;10478;58.5;35.8;93.8;5.3518
"Llano";"Texas";8283;1825;79.8;17.6;94.9;4.4094
"Logan";"Arkansas";5737;1712;72.5;21.6;93.2;3.4996
"Logan";"Colorado";7272;1843;75;19;89;4.0415
"Logan";"Illinois";8167;3301;67.3;27.2;89.1;4.7133
"Logan";"Kansas";1124;149;83.4;11.1;96;4.1765
"Logan";"Kentucky";7778;2755;71.4;25.3;90.1;3.659
"Logan";"Nebraska";400;32;88.7;7.1;98.4;4.4417
"Logan";"North Dakota";867;112;84.2;10.9;98.4;4.9076
"Logan";"Ohio";15586;4537;74.2;21.6;95.3;4.7542
"Logan";"Oklahoma";13613;4239;71.8;22.4;81;5.3591
"Logan";"West Virginia";9866;2082;80.1;16.9;96.5;3.6999
"Long";"Georgia";2623;1356;63.8;33;62.4;4.2651
"Lonoke";"Arkansas";19902;5638;73.7;20.9;89.8;5.2582
"Lorain";"Ohio";65346;64958;47.8;47.5;84.8;5.1816
"Los Alamos";"New Mexico";3329;5443;31.1;50.8;87.8;10.6686
"Los Angeles";"California";525308;1601382;23.4;71.5;50.3;5.5909
"Loudon";"Tennessee";17588;4916;75.5;21.1;93.4;5.1074
"Loudoun";"Virginia";69633;99909;38.6;55.4;68.7;12.2238
"Louisa";"Iowa";3060;1643;61.9;33.2;90.2;5.0583
"Louisa";"Virginia";10507;6208;60;35.5;78.4;5.4518
"Loup";"Nebraska";323;48;84.6;12.6;98.9;3.8125
"Love";"Oklahoma";2920;735;77.1;19.4;78.8;4.326
"Loving";"Texas";57;4;89.1;6.3;79.3;6.875
"Lowndes";"Alabama";1751;4882;26.2;73.1;25.3;2.623
"Lowndes";"Georgia";21308;14614;57.9;39.7;58.1;3.7365
"Lowndes";"Mississippi";13124;11545;52.2;45.9;54;3.7868
"Lubbock";"Texas";65566;27956;66.9;28.5;77.3;4.4397
"Lucas";"Iowa";2873;1236;66.9;28.8;98.6;4.3288
"Lucas";"Ohio";74102;107363;38.7;56;74;4.1556
"Luce";"Michigan";1756;681;68.2;26.4;80.4;3.9469
"Lumpkin";"Georgia";9613;2216;78;18;94.4;4.3775
"Luna";"New Mexico";3478;3195;47.7;43.8;77.7;2.9282
"Lunenburg";"Virginia";3206;2226;57.5;39.9;60.8;3.5237
"Luzerne";"Pennsylvania";77508;51454;58.4;38.8;90.7;4.4402
"Lycoming";"Pennsylvania";35475;12926;70.5;25.7;92.6;4.543
"Lyman";"South Dakota";977;369;68.8;26;58.3;4.7596
"Lynchburg";"Virginia";17979;14787;50.9;41.8;64.4;3.8138
"Lynn";"Texas";1546;403;77.4;20.2;80.3;4.4375
"Lyon";"Iowa";5188;917;81.9;14.5;97.9;5.2152
"Lyon";"Kansas";6354;4456;54.1;37.9;83.5;3.8981
"Lyon";"Kentucky";2789;1045;70.4;26.4;93;4.0112
"Lyon";"Minnesota";7258;3825;59.8;31.5;90.3;4.9594
"Lyon";"Nevada";16005;6146;67.4;25.9;85;4.6137
"Mackinac";"Michigan";3740;2085;61.4;34.2;76.5;3.8704
"Macomb";"Michigan";224589;176238;53.6;42.1;85.4;5.3451
"Macon";"Alabama";1394;7237;15.9;82.7;15.5;3.0724
"Macon";"Georgia";1540;2705;35.9;63.1;35.1;3.024
"Macon";"Illinois";26782;18211;56.6;38.5;79.3;4.6559
"Macon";"Missouri";5794;1518;76.4;20;95.2;3.8443
"Macon";"North Carolina";12035;4841;69.4;27.9;93.8;3.7892
"Macon";"Tennessee";6260;1071;83.6;14.3;96;3.5306
"Macoupin";"Illinois";14194;6532;64.9;29.9;97.6;4.959
"Madera";"California";19221;13283;56.1;38.8;62.6;4.5625
"Madison";"Alabama";89199;62435;55.9;39.2;68.2;5.8434
"Madison";"Arkansas";4917;1587;72;23.2;93.6;3.5771
"Madison";"Florida";4849;3526;57;41.5;57.6;3.3833
"Madison";"Georgia";9195;2423;77;20.3;87.6;4.2549
"Madison";"Idaho";8941;1201;57;7.7;93.9;3.2059
"Madison";"Illinois";70295;50336;55;39.4;88.2;5.3633
"Madison";"Indiana";32376;18595;60.3;34.7;87.7;4.312
"Madison";"Iowa";5336;2666;62.6;31.3;98.1;5.7581
"Madison";"Kentucky";23431;11793;62.8;31.6;91.6;4.2312
"Madison";"Louisiana";1927;2744;40.7;58;37.2;2.5498
"Madison";"Mississippi";25607;18358;56.8;40.8;57;5.9904
"Madison";"Missouri";4102;1005;77.1;18.9;97.1;3.587
"Madison";"Montana";3280;1175;69.5;24.9;96.8;4.7762
"Madison";"Nebraska";10518;2663;75.4;19.1;88.2;4.6566
"Madison";"New York";14901;10548;54.4;38.5;95;5.3589
"Madison";"North Carolina";6735;3899;61.4;35.6;96.5;3.8598
"Madison";"Ohio";11319;4662;67.6;27.8;90.6;5.4956
"Madison";"Tennessee";21321;15438;56.5;40.9;59.2;4.1617
"Madison";"Texas";3349;881;78.2;20.6;67;4.1732
"Madison";"Virginia";4418;2202;63.7;31.8;86.7;5.3459
"Magoffin";"Kentucky";3824;1172;74.7;22.9;98.6;2.6877
"Mahaska";"Iowa";7404;2606;70.6;24.8;95.7;4.7967
"Mahnomen";"Minnesota";991;930;47.8;44.8;50.1;4.0282
"Mahoning";"Ohio";52808;56188;46.8;49.8;79.9;4.1058
"Major";"Oklahoma";2940;310;86.5;9.1;91;4.9905
"Malheur";"Oregon";7141;2213;71.8;22.2;77.5;3.5578
"Manassas";"Virginia";5934;8395;39;55.2;61.7;7.1036
"Manassas Park";"Virginia";1732;3218;33.2;61.7;55.9;7.1227
"Manatee";"Florida";101681;71066;57;39.8;81.9;4.7876
"Manistee";"Michigan";6915;4979;54.9;39.5;92.2;4.1551
"Manitowoc";"Wisconsin";23234;14563;58.1;36.4;93.8;4.8881
"Marathon";"Wisconsin";39010;26476;56.7;38.5;91.3;5.3363
"Marengo";"Alabama";5224;5607;47.7;51.2;46.4;3.5079
"Maricopa";"Arizona";566019;524360;49.2;45.6;73;5.3596
"Maries";"Missouri";3559;794;79.1;17.7;97.7;4.2566
"Marin";"California";13127;64333;16.1;78.9;80;9.0839
"Marinette";"Wisconsin";12995;6243;65;31.2;97.1;4.049
"Marion";"Alabama";11273;1432;87.3;11.1;93.6;3.2888
"Marion";"Arkansas";5077;1377;74.9;20.3;97;3.4494
"Marion";"Florida";107710;61958;61.7;35.5;81;3.9453
"Marion";"Georgia";1921;1213;60.4;38.1;60.1;3.3301
"Marion";"Illinois";11677;4231;70.3;25.5;93.1;4.101
"Marion";"Indiana";129028;209920;36.2;58.8;62.7;4.2334
"Marion";"Iowa";10940;5469;62.3;31.2;96.7;5.4723
"Marion";"Kansas";3928;1177;71.9;21.5;96;4.583
"Marion";"Kentucky";5122;2679;63.2;33;88.1;3.8719
"Marion";"Mississippi";7697;3572;67.3;31.2;65.8;2.94
"Marion";"Missouri";9418;2993;73;23.2;91.8;4.2046
"Marion";"Ohio";16563;7748;64.6;30.2;91.1;4.2572
"Marion";"Oregon";54336;48803;49;44;78.2;4.6885
"Marion";"South Carolina";5434;8522;38.2;59.9;40.6;2.9149
"Marion";"Tennessee";7680;2829;70.9;26.1;93.9;4.1268
"Marion";"Texas";2968;1156;70.6;27.5;73.5;3.1967
"Marion";"West Virginia";14592;6926;63.7;30.2;94.3;4.2152
"Mariposa";"California";4317;2568;58.8;35;88.2;4.982
"Marlboro";"South Carolina";4257;5928;41.1;57.3;41.4;2.8297
"Marquette";"Michigan";14646;16042;44.5;48.8;93.8;4.5622
"Marquette";"Wisconsin";4712;2808;60.3;35.9;96.9;4.6077
"Marshall";"Alabama";29217;4913;83.6;14.1;87.6;3.9526
"Marshall";"Illinois";3776;1784;64;30.2;97.1;5.1504
"Marshall";"Indiana";12286;4798;68.2;26.6;93.5;4.5709
"Marshall";"Iowa";9125;7623;51.6;43.1;88.7;5.1555
"Marshall";"Kansas";3250;1060;71;23.2;97.4;4.4032
"Marshall";"Kentucky";12322;3672;73.8;22;98.3;4.3907
"Marshall";"Minnesota";3208;1225;66.9;25.6;96.6;5.2198
"Marshall";"Mississippi";6525;7944;44.4;54;50.1;3.6022
"Marshall";"Oklahoma";4202;1095;76.6;20;73.8;3.7319
"Marshall";"South Dakota";1056;754;54.2;38.7;85.4;4.6597
"Marshall";"Tennessee";8167;2848;71.6;25;88.5;4.2291
"Marshall";"West Virginia";9565;2894;73.1;22.1;98;4.0681
"Martin";"Florida";53182;30158;62;35.2;87.3;4.9846
"Martin";"Indiana";3695;881;76.9;18.3;98.4;4.474
"Martin";"Kentucky";3503;363;88.6;9.2;92;2.6261
"Martin";"Minnesota";7062;2733;67.5;26.1;96.7;4.853
"Martin";"North Carolina";5874;5814;49.6;49.1;53.1;3.5111
"Martin";"Texas";1453;266;82.8;15.2;84.7;4.2607
"Martinsville";"Virginia";2149;3531;36.6;60.1;49.9;2.8116
"Mason";"Illinois";4051;2008;63;31.2;98.1;4.226
"Mason";"Kentucky";4944;1970;68.5;27.3;90.3;4.1137
"Mason";"Michigan";8505;5281;58;36;94.8;4.1136
"Mason";"Texas";1656;353;80.7;17.2;93;4.6865
"Mason";"Washington";12070;10786;48.7;43.5;86.1;4.8755
"Mason";"West Virginia";7597;2069;75.1;20.5;97.7;3.8411
"Massac";"Illinois";4844;1555;73;23.4;91;4.3615
"Matagorda";"Texas";8147;3357;69.2;28.5;71.2;4.3096
"Mathews";"Virginia";3515;1563;66.4;29.5;88;5.5192
"Maui";"Hawaii";12723;31292;26.2;64.5;34.4;6.3512
"Maury";"Tennessee";23781;10026;67.8;28.6;82.4;4.5336
"Maverick";"Texas";2816;10397;20.7;76.5;91.4;3.1395
"Mayes";"Oklahoma";11550;3423;73.5;21.8;68;4.2751
"McClain";"Oklahoma";13151;2893;78.1;17.2;84.5;5.4426
"McCone";"Montana";858;154;81.3;14.6;98;4.6667
"McCook";"South Dakota";1794;623;69.3;24.1;98;5.2703
"McCormick";"South Carolina";2651;2479;50.8;47.5;48.7;4.0028
"McCracken";"Kentucky";20774;9134;66.4;29.2;85;4.4898
"McCreary";"Kentucky";5012;664;86.8;11.5;91.4;2.0972
"McCulloch";"Texas";2546;480;82.5;15.6;83.9;3.9194
"McCurtain";"Oklahoma";8642;1799;80.7;16.8;67.1;3.179
"McDonald";"Missouri";6599;1329;80.2;16.1;85;3.7997
"McDonough";"Illinois";6789;5278;52.6;40.9;90.4;3.6031
"McDowell";"North Carolina";14517;4645;74.2;23.8;90.6;3.5297
"McDowell";"West Virginia";4614;1429;74.7;23.1;89.1;2.2252
"McDuffie";"Georgia";5432;3699;58.6;39.9;57.2;3.7487
"McHenry";"Illinois";71117;59827;50.7;42.7;90.1;7.6145
"McHenry";"North Dakota";1991;474;74.1;17.6;97.8;4.5343
"McIntosh";"Georgia";3482;2298;59.1;39;61.5;3.9068
"McIntosh";"North Dakota";1095;233;77;16.4;98.1;3.6066
"McIntosh";"Oklahoma";5501;2122;69.1;26.7;70.3;3.6096
"McKean";"Pennsylvania";11159;3802;71.7;24.4;95.9;4.1834
"McKenzie";"North Dakota";3661;696;79.7;15.2;75.3;6.4866
"McKinley";"New Mexico";4893;13162;23.3;62.8;15.2;3.0458
"McLean";"Illinois";37081;35918;46.9;45.5;84.3;6.2089
"McLean";"Kentucky";3381;988;74;21.6;97.6;3.8833
"McLean";"North Dakota";3827;1070;73.5;20.6;91;5.3565
"McLennan";"Texas";48245;27046;61.7;34.6;69.8;4.1922
"McLeod";"Minnesota";12155;4980;65;26.7;95.9;5.517
"McMinn";"Tennessee";14673;3507;78.5;18.8;91.7;3.941
"McMullen";"Texas";454;40;91.3;8;90.9;3.95
"McNairy";"Tennessee";7839;1847;78.1;18.4;91.8;3.3452
"McPherson";"Kansas";8407;3183;67.6;25.6;95.1;5.4167
"McPherson";"Nebraska";257;14;89.9;4.9;98.1;5.4926
"McPherson";"South Dakota";892;192;78.5;16.9;98.2;3.724
"Meade";"Kansas";1390;206;83;12.3;92.7;5.1
"Meade";"Kentucky";8660;3026;70.8;24.7;92.4;4.6756
"Meade";"South Dakota";8441;2223;72.6;19.1;92;4.9324
"Meagher";"Montana";728;191;74.9;19.7;97.9;3.8182
"Mecklenburg";"North Carolina";154303;292258;33.4;63.3;55.3;5.5444
"Mecklenburg";"Virginia";8283;6571;54.6;43.3;59.9;3.6261
"Mecosta";"Michigan";10305;5827;60.1;34;93.7;3.947
"Medina";"Ohio";53811;31582;60.2;35.3;96.1;6.5951
"Medina";"Texas";12054;4624;70.1;26.9;85.6;5.5326
"Meeker";"Minnesota";8104;3192;66.4;26.2;97.3;5.3904
"Meigs";"Ohio";6869;2157;73;22.9;97.4;3.5469
"Meigs";"Tennessee";3337;856;77.4;19.9;96.5;3.515
"Mellette";"South Dakota";402;238;58.9;34.8;39.7;3.5109
"Menard";"Illinois";4230;1808;65.9;28.1;97.5;5.819
"Menard";"Texas";681;153;79.2;17.8;82.4;3.1215
"Mendocino";"California";3571;6905;31.2;60.4;76.5;4.3469
"Menifee";"Kentucky";2010;700;72.3;25.2;96.5;2.9108
"Menominee";"Michigan";6704;3539;62.3;32.9;95.3;4.1739
"Menominee";"Wisconsin";269;1003;21;78.4;10.7;3.3333
"Merced";"California";18486;21856;43.5;51.4;58;4.2591
"Mercer";"Illinois";4800;3061;57;36.4;98.3;5.3136
"Mercer";"Kentucky";7740;2395;73.1;22.6;92.8;4.5396
"Mercer";"Missouri";1486;216;85.5;12.4;97.8;4.0272
"Mercer";"New Jersey";42604;93721;30.1;66.3;61.4;7.348
"Mercer";"North Dakota";3715;616;81.4;13.5;95.6;6.6534
"Mercer";"Ohio";17200;3335;80.7;15.6;97.4;5.2535
"Mercer";"Pennsylvania";30034;17631;60.6;35.6;91.6;4.4301
"Mercer";"West Virginia";17362;4689;75.8;20.5;91.6;3.4842
"Meriwether";"Georgia";5216;3800;56.8;41.4;57.9;3.7333
"Merrick";"Nebraska";2914;601;78.6;16.2;96.2;5.0859
"Merrimack";"New Hampshire";37631;40056;46;49;95.3;6.5353
"Mesa";"Colorado";45955;20216;64.3;28.3;89.4;4.9471
"Metcalfe";"Kentucky";3491;976;75.6;21.1;96.8;3.175
"Miami";"Indiana";9975;2766;74.2;20.6;91.8;4.2023
"Miami";"Kansas";9839;3949;66.9;26.8;95.2;5.8936
"Miami";"Ohio";36311;12832;70.6;24.9;94.4;5.204
"Miami-Dade";"Florida";333666;623006;34.1;63.7;73.8;4.31
"Middlesex";"Connecticut";38423;44584;44.1;51.1;89.2;7.6994
"Middlesex";"Massachusetts";216163;508919;28.2;66.3;80;8.209
"Middlesex";"New Jersey";108981;164887;38.6;58.3;58.6;7.9596
"Middlesex";"Virginia";3668;2107;61.2;35.2;79.2;5.3309
"Midland";"Michigan";23877;15655;56.3;36.9;94.5;5.3076
"Midland";"Texas";36896;9993;75.7;20.5;76.9;6.2993
"Mifflin";"Pennsylvania";14050;3563;77;19.5;97.5;4.0384
"Milam";"Texas";6340;2042;73.7;23.7;78.1;3.7391
"Millard";"Utah";3672;410;73.7;8.2;87.6;4.9238
"Mille Lacs";"Minnesota";8340;3709;64.4;28.6;91.1;4.7862
"Miller";"Arkansas";11293;4273;70.2;26.6;71.6;4.1319
"Miller";"Georgia";1888;622;74.3;24.5;69.6;3.226
"Miller";"Missouri";9285;1750;81.3;15.3;96.7;3.5507
"Mills";"Iowa";5050;2080;66.4;27.3;97.2;6.3076
"Mills";"Texas";1949;242;87.1;10.8;90;4.4213
"Milwaukee";"Wisconsin";126091;288986;29;66.4;60.6;4.3193
"Miner";"South Dakota";706;281;66.4;26.4;97.8;4.8477
"Mineral";"Colorado";344;237;52.8;36.3;97.3;4.7083
"Mineral";"Montana";1322;515;66.6;25.9;94.9;3.3033
"Mineral";"Nevada";1179;637;59;31.9;72.5;3.5017
"Mineral";"West Virginia";8957;2019;78.5;17.7;95.3;3.1163
"Mingo";"West Virginia";7876;1365;83.2;14.4;97.1;3.5955
"Minidoka";"Idaho";4887;1167;71.1;17;80.2;4.3266
"Minnehaha";"South Dakota";42043;30610;53.7;39.1;88.1;5.2345
"Missaukee";"Michigan";5386;1565;73.8;21.4;97.1;4.1061
"Mississippi";"Arkansas";6988;5621;53.4;43;61.6;3.6428
"Mississippi";"Missouri";3600;1458;69.7;28.2;74.1;2.9787
"Missoula";"Montana";21699;30740;37.8;53.5;92.7;4.6117
"Mitchell";"Georgia";4272;3492;54.4;44.4;47.9;3.2054
"Mitchell";"Iowa";3180;1879;59.3;35.1;98.6;5.1078
"Mitchell";"Kansas";2216;469;78.5;16.6;98;4.6667
"Mitchell";"North Carolina";6225;1585;78.3;19.9;95.3;3.768
"Mitchell";"Texas";1780;353;81.3;16.1;68.4;4.2045
"Mobile";"Alabama";91087;68429;55.7;41.9;60.2;4.3028
"Modoc";"California";2413;798;71.8;23.8;83.5;3.6212
"Moffat";"Colorado";5293;874;81.3;13.4;90;5.3231
"Mohave";"Arizona";51312;15536;73.7;22.3;86.9;3.92
"Moniteau";"Missouri";5344;1237;78.5;18.2;92.4;4.7118
"Monmouth";"New Jersey";165305;135825;53.1;43.6;82.6;8.4526
"Mono";"California";1989;2551;40.2;51.6;82.4;6.1757
"Monona";"Iowa";3115;1244;68.8;27.5;97.1;4.2025
"Monongalia";"West Virginia";18278;14568;51.2;40.8;91;4.4173
"Monroe";"Alabama";5771;4310;56.7;42.3;55.1;2.9203
"Monroe";"Arkansas";1400;1298;50.4;46.7;56.3;2.7263
"Monroe";"Florida";21885;18949;51.6;44.7;89.5;5.3607
"Monroe";"Georgia";8821;3570;69.6;28.2;73.3;4.863
"Monroe";"Illinois";12614;5522;66.1;29;98;6.8482
"Monroe";"Indiana";20527;34183;35.6;59.3;87.8;4.0052
"Monroe";"Iowa";2635;1053;68.5;27.4;97.4;4.5997
"Monroe";"Kentucky";4278;601;85.7;12;95.1;2.9808
"Monroe";"Michigan";43255;26859;58.4;36.2;94.4;5.3972
"Monroe";"Mississippi";10107;5485;64;34.8;67.7;3.6308
"Monroe";"Missouri";3159;853;76.2;20.6;95.1;4.0657
"Monroe";"New York";128871;174063;40.3;54.4;76.1;5.2394
"Monroe";"Ohio";4781;1647;71.5;24.6;98.1;4.0573
"Monroe";"Pennsylvania";31706;31930;48.1;48.4;77.2;5.7408
"Monroe";"Tennessee";13361;3184;78.4;18.7;93.6;3.7595
"Monroe";"West Virginia";4337;1089;76.5;19.2;97.5;4.1234
"Monroe";"Wisconsin";11442;7047;58.5;36;93.9;4.9774
"Montague";"Texas";7526;885;87.5;10.3;93.2;4.4231
"Montcalm";"Michigan";16907;7874;63.7;29.7;94.3;4.0451
"Monterey";"California";19580;47387;27.6;66.9;55.6;5.9168
"Montezuma";"Colorado";7771;3920;61.2;30.9;81.1;4.3188
"Montgomery";"Alabama";33928;58669;35.9;62;39.5;4.479
"Montgomery";"Arkansas";2573;735;74.1;21.2;94.4;3.1345
"Montgomery";"Georgia";2668;847;74.9;23.8;69;3.2702
"Montgomery";"Illinois";8616;3490;67.2;27.2;95.1;4.1952
"Montgomery";"Indiana";11051;3362;73.2;22.3;95.2;4.6797
"Montgomery";"Iowa";3431;1312;68.6;26.3;97.4;4.4281
"Montgomery";"Kansas";8466;2557;72.8;22;83.3;3.9669
"Montgomery";"Kentucky";7856;3158;68.6;27.6;94.5;3.7312
"Montgomery";"Maryland";82985;309761;20.3;75.9;57.5;9.8221
"Montgomery";"Mississippi";2334;1775;56.1;42.6;53;3.0466
"Montgomery";"Missouri";4124;1118;76;20.6;95.7;4.0236
"Montgomery";"New York";10579;5961;60.7;34.2;90.6;4.4156
"Montgomery";"North Carolina";7070;4108;61.8;35.9;68.9;3.183
"Montgomery";"Ohio";120766;117661;48.4;47.1;73.9;4.3401
"Montgomery";"Pennsylvania";160803;251063;37.6;58.7;81.1;7.9183
"Montgomery";"Tennessee";32320;21686;56.4;37.9;71;4.9617
"Montgomery";"Texas";150188;45744;74;22.5;83.5;6.7766
"Montgomery";"Virginia";19455;20015;45.6;46.9;87.6;4.5543
"Montmorency";"Michigan";3498;1286;69.8;25.7;97.6;3.5261
"Montour";"Pennsylvania";5274;2851;61.8;33.4;95.3;5.1482
"Montrose";"Colorado";11623;4510;67.5;26.2;86.7;4.5718
"Moody";"South Dakota";1729;1042;59;35.6;81;5.1791
"Moore";"North Carolina";30273;16148;63.4;33.8;80.4;4.9544
"Moore";"Tennessee";2325;496;79.5;17;95.4;4.617
"Moore";"Texas";3974;1096;75.5;20.8;72.5;5.1181
"Mora";"New Mexico";662;1533;27.2;63;70.9;2.8481
"Morehouse";"Louisiana";6502;5155;54.9;43.5;51.3;2.8585
"Morgan";"Alabama";37392;11216;74.8;22.4;79.8;4.48
"Morgan";"Colorado";8104;3128;68.2;26.3;79.4;4.3774
"Morgan";"Georgia";6559;2658;69.5;28.2;72.7;4.7729
